property_name,link,price,configuration,specifications,seller,facilities,advantages
Continental Platinum Nest,https://www.99acres.com/continental-platinum-nest-bandlaguda-jagir-hyderabad-npxid-r403631,₹ 71.29 - 94.2 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1251 sq.ft.', 'area_sub_heading_two': '(116.22 sq.m.)', 'price_heading': '₹ 71.29 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1619 - 1653 sq.ft.', 'area_sub_heading_two': '(150.41 - 153.57 sq.m.)', 'price_heading': '₹ 92.27 - 94.2 L'}]",Towers|1|Floors|5|Units|10|Total Project Area|0.107777483 acres (436.16K sq.m.),Continental DevelopersBuilder,"['Vastu Compliant', 'Sewage Treatment Plant', 'Rain Water Harvesting', '24x7 Security', '24/7 Power Backup', '24/7 Water Supply', 'Lift(s)', 'Car Parking', 'Fire Fighting Systems']","{'RGIA': '28 min', 'Don Bosco School': '9 min', 'Archangels High School': '9 min', 'Orchids International school': '18 min', 'Gachibowli': '25 min', 'IT Hubs': '20 min', 'Sun city Hospitals': '4 min', 'Blossoms Hospital': '10 min'}"
Praneeth Pranav Townsquare,https://www.99acres.com/praneeth-pranav-townsquare-bachupally-hyderabad-npxid-r337581,₹ 76 L - 1.04 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1160.35 - 1356 sq.ft.', 'area_sub_heading_two': '(107.8 - 125.98 sq.m.)', 'price_heading': '₹ 76 - 89 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1554 sq.ft.', 'area_sub_heading_two': '(144.37 sq.m.)', 'price_heading': '₹ 1.04 Cr'}]",Towers|4|Floors|5|Units|527|Total Project Area|6 acres (24.28K sq.m.),PRANEETH GROUPBuilder,"['Swimming Pool', 'Solar Lighting', 'Solar Water Heating', 'Waiting Lounge', 'Water Softener Plant', 'Creche/Day care', 'Wi-Fi Connectivity', 'Shopping Centre', 'Library']","{'VNRVJ Institute of Engg &Technology': '2.1 KM', 'SRI SWASTIK MULTISPECIALITY HOSPITAL': '3.4 KM', 'Cornestone International School': '3.8 KM', 'Keshava Reddy School': '4.1 KM', 'Kennedy High The Global School': '4.1 KM', 'Pragnya Montessori School': '4.6 KM', ""People's Hospital"": '5.3 KM', 'Sri Ram School of CBSE': '6.4 KM', 'Birla Open Minds School': '2.2 KM', 'ICFAI Business School': '9.9 KM'}"
Surya Classic,https://www.99acres.com/surya-classic-gajulramaram-hyderabad-npxid-r389054,₹ 44.55 - 52.2 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '990 - 1160 sq.ft.', 'area_sub_heading_two': '(91.97 - 107.77 sq.m.)', 'price_heading': '₹ 44.55 - 52.2 L'}]",Towers|1|Floors|5|Units|55|Total Project Area|0.5834504004 acres (2.36K sq.m.),OPC PVT LTDDealer,[],{}
My Home Apas,https://www.99acres.com/my-home-apas-kokapet-hyderabad-npxid-r414845,₹ 2.62 - 3.94 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2565 - 2845 sq.ft.', 'area_sub_heading_two': '(238.3 - 264.31 sq.m.)', 'price_heading': '₹ 2.62 - 2.9 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2765 - 3860 sq.ft.', 'area_sub_heading_two': '(256.88 - 358.61 sq.m.)', 'price_heading': '₹ 2.82 - 3.94 Cr'}]",Towers|6|Floors|44|Units|1338|Total Project Area|13.52 acres (54.71K sq.m.),PROPERTY GOOGLER LLPRERA Registered Dealer,"['Clinic', 'Swimming Pool', 'Medical Centre', 'Salon', 'ATM', 'Aerobics Centre', 'Spa', 'Water Softener Plant', 'Creche/Day care']","{'Continental Hospitals': '2.5 Km', 'Hyatt Hyderabad Gachibowli': '3.1 Km', 'Ocean Park': '5.6 Km', 'Rockwell International School': '6.5 Km', 'Gachibowli Stadium': '6.6 Km', 'University of Hyderabad': '8.1 Km', 'Chevella Road (NH 163)': '8.8 Km', 'International Tech Park Hyderabad': '10.5 Km', 'Inorbit Mall Cyberabad': '10.8 Km', 'Chandanagar Railway Station': '12.7 Km', 'Hyderabad Golf Club': '12.8 Km', 'Madhapur Metro Station': '12.9 Km', 'Rajiv Gandhi International Airport': '23.1 Km'}"
Siva Sai Infra Myra,https://www.99acres.com/siva-sai-infra-myra-kollur-hyderabad-npxid-r407796,₹ 2.42 - 2.87 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '2688 - 3192 sq.ft.', 'area_sub_heading_two': '(249.72 - 296.55 sq.m.)', 'price_heading': '₹ 2.42 - 2.87 Cr'}]",Floors|3|Units|133|Total Project Area|9 acres (36.42K sq.m.),Tanu PropertiesDealer,"['Swimming Pool', 'Salon', 'Creche/Day care', 'Grocery Shop', 'Pool Table', 'Banquet Hall', 'Sun Deck', 'Amphitheatre', 'Badminton Court']","{'Sri Sai Public School': '2.1 Km', 'Indira Hospital': '3.6 Km', 'Maithry Stadium': '3.8 Km', 'VMR Fashion Mall': '7.5 Km', 'Bhel Halt': '8 Km', 'GITAM University': '14.5 Km', 'Miyapur': '15.8 Km', 'Supreme Trampoline Park': '15.9 Km', 'Cyber Park': '18.3 Km', 'Nehru Outer Ring Rd': '5 km'}"
Western County,https://www.99acres.com/western-county-shankarpally-hyderabad-npxid-r370602,₹ 27 - 87.3 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1350.01 - 4364.98 sq.ft.', 'area_sub_heading_two': '(125.42 - 405.52 sq.m.)', 'price_heading': '₹ 27 - 87.3 L'}]",Units|186|Total Project Area|15.67 acres (63.41K sq.m.),Bhashyam Developers Pvt. Ltd.Dealer,[],{}
Aditi Sri Shiva Balaji Elite,https://www.99acres.com/aditi-sri-shiva-balaji-elite-isnapur-hyderabad-npxid-r400604,₹ 48 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1215 sq.ft.', 'area_sub_heading_two': '(112.88 sq.m.)', 'price_heading': '₹ 48 L'}]",Towers|1|Floors|5|Units|20,ADITI AVENUESDealer,"['Vastu Compliant', 'Gated Community', 'Lift(s)', 'Car Parking']","{'Sri Vaishnavi High School': '600 M', 'University of Hyderabad': '24.3 Kms', 'Indira Hospital': '6.7 Kms', 'Rajiv Gandhi International Airport': '47.5 Kms', 'Nagalapalli': '15.3 Kms', 'Inorbit Mall': '27.8 Kms', 'NH 65': '10 M'}"
S R Rain Forest,https://www.99acres.com/s-r-rain-forest-manikonda-hyderabad-npxid-r410706,₹ 80.47 L - 1.06 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1201 - 1320 sq.ft.', 'area_sub_heading_two': '(111.58 - 122.63 sq.m.)', 'price_heading': '₹ 80.47 - 88.44 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1571 - 1580 sq.ft.', 'area_sub_heading_two': '(145.95 - 146.79 sq.m.)', 'price_heading': '₹ 1.05 - 1.06 Cr'}]",Towers|3|Floors|5|Units|68|Total Project Area|0.663119641 acres (2.68K sq.m.),Krishna ReddyDealer,"['Badminton Court', 'Multipurpose Hall', 'Gated Community', 'Gymnasium', ""Children's Play Area"", 'Lift(s)', 'Car Parking']",{}
Saanvi Athena Homes,https://www.99acres.com/saanvi-athena-homes-manikonda-hyderabad-npxid-r418270,₹ 78.72 L - 1.33 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1230 sq.ft.', 'area_sub_heading_two': '(114.27 sq.m.)', 'price_heading': '₹ 78.72 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1645 - 2085 sq.ft.', 'area_sub_heading_two': '(152.83 - 193.7 sq.m.)', 'price_heading': '₹ 1.05 - 1.33 Cr'}]",Towers|2|Floors|5|Units|25|Total Project Area|0.11423681785 acres (462.3K sq.m.),Krishna ReddyDealer,"['Power Back up Lift', 'Vastu Compliant', 'Entrance Lobby', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Rain Water Harvesting', '24/7 Water Supply', ""Children's Play Area"", 'Lift(s)']","{'PRISM International School': '350 M', 'University of Hyderabad': '11.4 Km', 'MGIT College': '7.2 Km', 'Hitech City': '10.2 Km', 'Continental Hospitals': '6.9 Km', 'IKEA Hyderabad': '7.7 Km', 'NH163': '12.9 Km', 'Madhapur Metro Station': '8.6 Km', 'Telapur Junction': '18 Km', 'Rajiv Gandhi International Airport': '27.7 Km', 'Gachibowli Stadium': '9.9 Km', 'Trident Hotel Hyderabad': '9.1 Km', 'Hyderabad Golf Club': '4.9 Km', 'Ocean Park': '8.7 Km'}"
Himalaya Seven Hills,https://www.99acres.com/himalaya-seven-hills-tellapur-hyderabad-npxid-r403572,₹ 55 - 75.63 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1000 - 1375 sq.ft.', 'area_sub_heading_two': '(92.9 - 127.74 sq.m.)', 'price_heading': '₹ 55 - 75.63 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1565 - 1820 sq.ft.', 'area_sub_heading_two': '(145.39 - 169.08 sq.m.)', 'price_heading': 'Price on Request'}]",Towers|7|Floors|5|Units|15,Krishna ReddyDealer,"['Solar Lighting', 'Power Back up Lift', 'Vastu Compliant', 'Badminton Court', 'Multipurpose Hall', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Rain Water Harvesting', 'Gated Community']",{}
Modi Elegance,https://www.99acres.com/modi-elegance-gajulramaram-hyderabad-npxid-r67272,₹ 36.55 - 79.8 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '731 - 1003 sq.ft.', 'area_sub_heading_two': '(67.91 - 93.18 sq.m.)', 'price_heading': '₹ 36.55 - 50.15 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1150 - 1596 sq.ft.', 'area_sub_heading_two': '(106.84 - 148.27 sq.m.)', 'price_heading': '₹ 57.5 - 79.8 L'}]",Towers|4|Floors|9|Units|777|Total Project Area|5.35 acres (21.65K sq.m.),Modi BuildersBuilder,"['Swimming Pool', 'Business Lounge', 'Laundry', 'Changing Area', 'Conference room', 'Salon', 'Solar Lighting', 'Grocery Shop', 'Pool Table']","{'Vignan Vishodhay School': '450 M', 'Health Care Hospital': '1.1 Km', 'Srikar University': '2.1 Km', 'Avinash stadium': '6.1 Km', 'NH 44': '7.6 Km', 'Vivanta Hyderabad, Begumpet': '13.5 Km', 'Hafizpet Railway Station': '13.9 Km', 'Miyapur Metro Station': '15 Km', 'The Business Park-by Pranava Group': '15.9 Km', 'Fly Zone Kondapur': '16.7 Km', 'Inorbit Mall Cyberabad': '16.7 Km', 'Railway Golf Course': '20.2 Km', 'Rajiv Gandhi International Airport': '47.6 KM'}"
Suvela Sai Sreenija,https://www.99acres.com/suvela-sai-sreenija-kondapur-hyderabad-npxid-r423782,₹ 1.39 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2140 sq.ft.', 'area_sub_heading_two': '(198.81 sq.m.)', 'price_heading': '₹ 1.39 Cr'}]",Towers|1|Floors|4|Units|4|Total Project Area|0.06508264 acres (263.38K sq.m.),SUVELA PROJECTS PRIVATE LIMITEDBuilder,"['Wi-Fi Connectivity', 'CCTV Camera Security', 'Rain Water Harvesting', '24x7 Security', '24/7 Power Backup', 'Lift(s)', 'Car Parking', 'Fire Fighting Systems', 'Waste Management']","{'Chirec Public School': '5 min', 'Oakridge Intl. school': '20 min', 'Ratnadepp Super Market.': '10 min', 'Vijetha Supermarket': '2 min', 'Rainbow Children’s Hospital': '15 min', 'Apollo Hospitals': '12 min'}"
Maytri Kuteer,https://www.99acres.com/maytri-kuteer-maheshwaram-hyderabad-npxid-r347043,₹ 70.12 - 82 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1180 - 1380 sq.ft.', 'area_sub_heading_two': '(109.63 - 128.21 sq.m.)', 'price_heading': '₹ 70.12 - 82 L'}]",Floors|1|Units|190|Total Project Area|37 acres (149.73K sq.m.),Mytri ConstructionsDealer,"['Gated Community', 'Landscape Garden', 'Car Parking', 'Open Space', 'Internal Street Lights']","{'Telangana State Model School': '650 M', 'JJ Institute of Information Technology': '3.3 Kms', 'Grace Multispeciality Hospital': '10.7 Kms', 'Rajiv Gandhi International Airport': '17.6 Kms', 'Hyderabad': '35.1 Kms', 'DSL Virtue Mall': '41.4 Kms', 'Wonderla Amusement Park': '17.4 Kms', 'Cyber Park': '19.6 Kms', 'BTR Golf Course': '8.7 kms', 'NH 765': '8.5 Kms'}"
Sunrise Golden Galaxy,https://www.99acres.com/sunrise-golden-galaxy-shad-nagar-hyderabad-npxid-r423880,₹ 14.67 - 37.04 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1319.76 - 3334.01 sq.ft.', 'area_sub_heading_two': '(122.61 - 309.74 sq.m.)', 'price_heading': '₹ 14.67 - 37.04 L'}]",Units|156|Total Project Area|9.9749993 acres (40.37K sq.m.),SAMSKAR INFRASTRUCTURESDealer,"['Vastu Compliant', 'Sewage Treatment Plant', 'Rain Water Harvesting', '24x7 Security', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area"", 'Paved Compound']",{}
Lansum Elena,https://www.99acres.com/lansum-elena-kokapet-hyderabad-npxid-r420989,₹ 2.21 - 3.38 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2459.88 sq.ft.', 'area_sub_heading_two': '(228.53 sq.m.)', 'price_heading': '₹ 2.21 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '3259.31 - 3754.97 sq.ft.', 'area_sub_heading_two': '(302.8 - 348.85 sq.m.)', 'price_heading': '₹ 2.93 - 3.38 Cr'}]",Towers|2|Floors|55|Units|540|Total Project Area|3.61 acres (14.61K sq.m.),Sri Nainika PropertiesDealer,"['Swimming Pool', 'High Speed Elevators', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden']","{'Neopolis': '2.9 Kms', 'Nehru Outer Ring Rd': '900 M'}"
Muppas Melody,https://www.99acres.com/muppas-melody-osman-nagar-hyderabad-npxid-r375595,₹ 75.17 L - 1.28 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1010 sq.ft.', 'area_sub_heading_two': '(93.83 sq.m.)', 'price_heading': '₹ 75.17 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1400 - 1725 sq.ft.', 'area_sub_heading_two': '(130.06 - 160.26 sq.m.)', 'price_heading': '₹ 1.04 - 1.28 Cr'}]",Towers|7|Floors|17|Units|1054|Total Project Area|8.3 acres (33.59K sq.m.)|Open Area|75 %,Deltech PropertiesDealer,"['Bus Shelter', 'Clinic', 'Swimming Pool', 'Football', 'Volley Ball Court', 'Aerobics Centre', 'Pergola', 'High Speed Elevators', 'Waiting Lounge']","{'Kakatiya Hospital': '4 km', 'Manthan International School': '4.3 km', 'Wipro Campus': '5.3 km', 'Glendale International School Cambridge': '5.4 km', 'Samashti International School': '6.9 Km', 'Citizens Speciality Hospital': '7 Km', 'Lemon Tree Hotel': '7.3 Km', 'VBCC Cricket Club': '8.3 km', 'Microsoft Campus': '8.8 Km', 'ICICI Bank Towers': '8.5 km', 'University of Hyderabad': '10.9 Km', 'Nehru Outer Ring Rd': '4.3 Km'}"
Teja Fortune Heights,https://www.99acres.com/teja-fortune-heights-patancheru-hyderabad-npxid-r414944,₹ 53.55 - 96.9 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1050 - 1290 sq.ft.', 'area_sub_heading_two': '(97.55 - 119.84 sq.m.)', 'price_heading': '₹ 53.55 - 65.79 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1210 - 1900 sq.ft.', 'area_sub_heading_two': '(112.41 - 176.52 sq.m.)', 'price_heading': '₹ 61.71 - 96.9 L'}]",Floors|10|Units|480|Total Project Area|3.75 acres (15.18K sq.m.),ONE ROOF INFRADealer,"['Cafeteria', 'Library', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Indoor Games', 'Club House', 'Gated Community', 'Gymnasium']",{}
Brigade Citadel,https://www.99acres.com/brigade-citadel-moti-nagar-hyderabad-npxid-r371065,₹ 1.05 - 1.63 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '758 - 892 sq.ft.', 'area_sub_heading_two': '(70.42 - 82.87 sq.m.)', 'price_heading': '₹ 1.05 - 1.24 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1030 - 1174 sq.ft.', 'area_sub_heading_two': '(95.69 - 109.07 sq.m.)', 'price_heading': '₹ 1.43 - 1.63 Cr'}]",Towers|4|Floors|16|Units|1330|Total Project Area|11 acres (44.52K sq.m.),Full Basket Property Services Private LimitedDealer,"['Swimming Pool', 'Theater Home', 'Business Lounge', 'Medical Centre', 'Conference room', 'Salon', 'ATM', 'Aerobics Centre', 'Waiting Lounge']","{'Neelima Hospital': '1.1 Km', 'Erragadda Metro Station': '1.1 Km', 'Mumbai Highway': '1.1 Km', 'Bharatnagar Railway Station': '2 Km', 'ORCHIDS The International School': '5.5 Km', 'Begumpet Airport': '7 Km', 'University College of Science': '8.3 Km', 'Inorbit Mall Cyberabad': '8.6 Km', 'International Tech Park Hyderabad': '10.8 Km'}"
Prestige Beverly Hills,https://www.99acres.com/prestige-beverly-hills-kokapet-hyderabad-npxid-r383747,₹ 1.21 - 1.92 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1103 - 1294 sq.ft.', 'area_sub_heading_two': '(102.47 - 120.22 sq.m.)', 'price_heading': '₹ 1.21 - 1.42 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1749 sq.ft.', 'area_sub_heading_two': '(162.49 sq.m.)', 'price_heading': '₹ 1.92 Cr'}]",Towers|3|Floors|36|Units|816|Total Project Area|5.87 acres (23.76K sq.m.),JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,"['Mini Theatre', 'Swimming Pool', 'Visitors Parking', 'Creche/Day care', 'Squash Court', 'Cafeteria', 'Billiards', 'Banquet Hall', 'Fountain']","{'Poojitha Tech Park': '1.7 Km', 'Nehru Outer Ring Rd': '2 Km', 'Ocean Park': '3.3 Km', 'Hyatt Hyderabad Gachibowli': '3.8 Km', 'Rockwell International School': '4.2 Km', 'Gachibowli Stadium': '7.3 Km', 'University of Hyderabad': '8.8 Km', 'Raidurg Metro Station': '10.6 Km', 'Hyderabad Golf Club': '10.7 Km', 'Atrium Mall': '10.9 Km', 'KIMS Hospitals Gachibowli': '13.5 Km', 'Telapur Railway Station': '13.6 Km', 'Begumpet Airport': '22 Km'}"
Vanabhoomi,https://www.99acres.com/vanabhoomi-shankarpally-hyderabad-npxid-r305152,₹ 32.49 L - 1.3 Cr,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '2250 - 9000 sq.ft.', 'area_sub_heading_two': '(209.03 - 836.13 sq.m.)', 'price_heading': '₹ 32.49 L - 1.3 Cr'}]",Units|779|Total Project Area|150 acres (607.03K sq.m.),Sekhar Dealer,"['Swimming Pool', 'Restaurant', 'Cafeteria', 'Banquet Hall', 'Shopping Centre', 'Amphitheatre', 'Vastu Compliant', 'Yoga/Meditation Area', 'Indoor Games']","{'RRR': '5 min drive', 'Shankarpally Railway Station': '10 min drive', 'ICFAI Business School': '25 min drive', 'Gachibowli': '40 min drive', 'Kokapet / Financial district': '40 min drive'}"
Spring Field Vantage,https://www.99acres.com/spring-field-vantage-kandi-hyderabad-npxid-r409655,₹ 35.98 L - 1.46 Cr,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1295.97 - 5273.99 sq.ft.', 'area_sub_heading_two': '(120.4 - 489.97 sq.m.)', 'price_heading': '₹ 35.98 L - 1.46 Cr'}]",Units|115|Total Project Area|8.3 acres (33.59K sq.m.),Apple Infra GroupBuilder,"['Vastu Compliant', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Gated Community', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area"", 'Internal Street Lights', 'Paved Compound']","{'MNR College': '5 min', 'Mumbai Highway NH 65': '5 min', 'Gitam University': '10 min', 'BHEL': '20 min'}"
Adrusta Nakshatra,https://www.99acres.com/adrusta-nakshatra-mokila-hyderabad-npxid-r423181,₹ 43.56 L - 2.83 Cr,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '2178 - 14148 sq.ft.', 'area_sub_heading_two': '(202.34 - 1,314.39 sq.m.)', 'price_heading': '₹ 43.56 L - 2.83 Cr'}]",Units|238|Total Project Area|17 acres (68.8K sq.m.)|Open Area|70 %,Adrusta InfraBuilder,"['Swimming Pool', 'Lawn Tennis Court', 'Party Lawn', '24x7 Security', 'Club House', '24/7 Power Backup', 'Gated Community', 'Gymnasium', 'Landscape Garden']","{'Poddutur': '4 Mins', 'Pragathi Resorts': '9 Mins', 'IBS Campus': '10 Mins', 'Sark Garden Villas': '15 Mins', 'Abhiram Cricket Country': '20 Mins', 'Sankarpalle Town': '23 Mins', 'Sankarpalle': '20 Mins', 'Nasr Polo': '25 Mins', 'Gandipet Park': '20 Mins', 'Outer Ring Road': '30 Mins', 'Wild Waters': '30 Mins', 'Nanakramguda': '35 Mins'}"
Hallmark County,https://www.99acres.com/hallmark-county-osman-nagar-hyderabad-npxid-r369744,₹ 6.85 - 8.4 Cr,"[{'config_band_label': '4 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '4280 - 4318 sq.ft.', 'area_sub_heading_two': '(397.63 - 401.16 sq.m.)', 'price_heading': '₹ 6.85 - 6.91 Cr'}, {'config_band_label': '5 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '5247 sq.ft.', 'area_sub_heading_two': '(487.46 sq.m.)', 'price_heading': '₹ 8.4 Cr'}]",Floors|2|Units|171|Total Project Area|21 acres (84.98K sq.m.),Vpropmart consulting private limitedDealer,"['Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', 'Car Parking', 'Internal Street Lights']","{'Blue Blocks School': '200 m', 'Birla Open Minds School': '2.2 km', 'Wipro Limited': '6.4 km', 'RGI Airport': '36 km', 'Continental Hospitals': '9.3 km', 'Amazon Campus': '10.2 km', 'Sridevi Engineering College': '8 km', 'Citizen Hospitals': '8 km'}"
Rubrick Tripura,https://www.99acres.com/rubrick-tripura-gandimaisamma-hyderabad-npxid-r385653,₹ 85.03 L - 1.03 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1575 - 1900 sq.ft.', 'area_sub_heading_two': '(146.32 - 176.52 sq.m.)', 'price_heading': '₹ 85.03 L - 1.03 Cr'}]",Towers|3|Floors|14|Units|638|Total Project Area|5.4 acres (21.85K sq.m.),Lorven Corporate Private limitedRERA Registered Dealer,"['Swimming Pool', 'Community Hall', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', 'Landscape Garden']","{'Samsidh Mount School': '1.6km', 'Bhaskar Badminton Stadium': '2.2km', 'Gowdavalli': '4.2km', 'Gowdavalli Lake': '6.4km', 'Gundla Pochampally': '6.6km', 'Health Care Hospital': '9.5km', 'Manjeera Mall': '14.8km', 'NSL Centrum Mall': '15.9km'}"
Team4 Nyla,https://www.99acres.com/team4-nyla-miyapur-hyderabad-npxid-r383620,Price on Request,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1710 - 1880 sq.ft.', 'area_sub_heading_two': '(158.86 - 174.66 sq.m.)', 'price_heading': 'Price on Request'}]",Towers|3|Floors|35|Units|945|Total Project Area|6.03 acres (24.4K sq.m.),Lorven Corporate Private limitedRERA Registered Dealer,"['Mini Theatre', 'Conference room', 'Volley Ball Court', 'Waiting Lounge', 'Spa', 'Squash Court', 'Billiards', 'Amphitheatre', 'Party Lawn']","{'Mumbai Highway': '2.6 Km', 'Ganges Valley School': '3.2 Km', 'Miyapur Metro Station': '3.8 Km', 'Pranaam Hospitals': '4.7 Km', 'GSM Mall & Multiplex': '6.4 Km', 'Chandanagar Railway Station': '6.6 Km', 'Jawaharlal Nehru Tech. University': '7 Km', 'Novotel': '10.4 Km', 'International Tech Park': '12.2 Km', 'Gachibowli Stadium': '12.5 Km', 'Emaar MGF Boulder Hills': '14 Km', 'Rajiv Gandhi International Airport': '40.6 Km'}"
Shashwita Grandeur,https://www.99acres.com/shashwita-grandeur-kothur-hyderabad-npxid-r397515,₹ 25.5 - 68 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1350 - 3600 sq.ft.', 'area_sub_heading_two': '(125.42 - 334.45 sq.m.)', 'price_heading': '₹ 25.5 - 68 L'}]",Units|252|Total Project Area|40 acres (161.87K sq.m.),GovindDealer,"['Vastu Compliant', 'Rain Water Harvesting', '24x7 Security', 'Gated Community', '24/7 Water Supply', ""Children's Play Area"", 'Internal Street Lights']","{'P&G': '5 km', 'Amazon': '5 km', 'Johnson and johnson': '5 km'}"
