property_name,link,price,configuration,specifications,seller,facilities,advantages
Nishija Akshita Eastern Meadows,https://www.99acres.com/nishija-akshita-eastern-meadows-ghatkesar-hyderabad-npxid-r418262,₹ 19.5 - 34.19 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1350 - 2367 sq.ft.', 'area_sub_heading_two': '(125.42 - 219.9 sq.m.)', 'price_heading': '₹ 19.5 - 34.19 L'}]",Units|1800|Total Project Area|120 acres (485.62K sq.m.)|Open Area|50 %,AKSHITA INFRADealer,"['Swimming Pool', 'Salon', 'Restaurant', 'Spa', 'Banquet Hall', 'Party Lawn', 'Badminton Court', 'Yoga/Meditation Area', 'Indoor Games']",{}
Poulomi Avante,https://www.99acres.com/poulomi-avante-kokapet-hyderabad-npxid-r375643,₹ 1.16 - 2.1 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1330 sq.ft.', 'area_sub_heading_two': '(123.56 sq.m.)', 'price_heading': '₹ 1.16 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1840 - 2130 sq.ft.', 'area_sub_heading_two': '(170.94 - 197.88 sq.m.)', 'price_heading': '₹ 1.7 - 2.1 Cr'}]",Towers|3|Floors|22|Units|464|Total Project Area|4.75 acres (19.22K sq.m.),JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,"['Swimming Pool', 'Conference room', 'Aerobics Centre', 'Solar Water Heating', 'Spa', 'Creche/Day care', 'Billiards', 'Cricket Pitch', 'Table Tennis']","{'Phoenix Greens School': '450 Mtr', 'Nehru Outer Ring Road': '3 Km', 'Continental Hospitals': '4.2 Km', 'Hyatt Hyderabad Gachibowli': '4.7 Km', 'InfosyeIt Park': '4.8 Km', 'Ocean Park': '6.9 Km', 'Maulana Azad National Urdu University': '7.5 Km', 'Gachibowli Stadium': '8.2 Km', 'Raidurg Metro Station': '9.2 Km', 'Inorbit Mall Cyberabad': '10.3 Km', 'Hyderabad Golf Club': '10.8 Km', 'Hi-Tech City Railway Station': '16.2 Km', 'Begumpet Airport': '20.8 Km'}"
Ambience Courtyard,https://www.99acres.com/ambience-courtyard-shaikpet-hyderabad-npxid-r368059,₹ 78.3 L - 1.93 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '980 - 1340 sq.ft.', 'area_sub_heading_two': '(91.04 - 124.49 sq.m.)', 'price_heading': '₹ 78.3 L - 1.07 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1370 - 2410 sq.ft.', 'area_sub_heading_two': '(127.28 - 223.9 sq.m.)', 'price_heading': '₹ 1.09 - 1.93 Cr'}]",Towers|9|Floors|10|Units|855|Total Project Area|8.01 acres (32.42K sq.m.)|Open Area|67 %,HOUSZ BUILDTECH LLPBuilder,"['Swimming Pool', 'Salon', 'Solar Lighting', 'Aerobics Centre', 'Barbecue', 'Sauna', 'Spa', 'Steam Room', 'Creche/Day care']","{'The Rising Sun High School': '1 Km', 'Hyderabad Presidency College': '2 Km', 'InstaOffice Coworking, Gachibowli': '4.8 Km', 'Raidurgam Metro Station': '6 Km', 'Nehru Outer Ring Rd': '6.6 Km', 'Mansour Ali Indoor Stadium': '6.6 Km', 'Inorbit Mall Cyberabad': '7.1 Km', 'Continental Hospitals': '8 Km', 'Fairfield by Marriott': '9.2 Km', 'Borabanda Railway Station': '9.8 Km', 'Rajiv Gandhi International Airport': '32.8 Km'}"
Beams And Columns 4 Blocks,https://www.99acres.com/beams-and-columns-4-blocks-suchitra-hyderabad-npxid-r421474,₹ 63.29 L - 1.12 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1055 - 1360 sq.ft.', 'area_sub_heading_two': '(98.01 - 126.35 sq.m.)', 'price_heading': '₹ 63.29 - 81.59 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1575 - 1865 sq.ft.', 'area_sub_heading_two': '(146.32 - 173.26 sq.m.)', 'price_heading': '₹ 94.48 L - 1.12 Cr'}]",Towers|4|Floors|10|Units|360|Total Project Area|3.2172725298 acres (13.02K sq.m.),Beams and Columns Builders Pvt. Ltd.Builder,"['Swimming Pool', 'Wi-Fi Connectivity', 'Vastu Compliant', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Indoor Games', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track']","{'TNR Excellencia Academy': '2.5 km', 'Renova Hospital': '3.5 km', 'Chennai Shopping Mall': '2.2 km', 'Bolarum Station': '8.3 km', 'Begumpet Airport': '12.2 km', 'NH 44': '1.8 km', 'Erragadda': '10.8 km', 'SV Arcade': '8.8 km', 'Vivanta Hyderabad': '11.5 km', 'Docca Stadium': '7.8 km', 'Bison Environmental Park': '8.7 km', 'Thrill City': '12.7 km'}"
Super Homes Abhirama,https://www.99acres.com/super-homes-abhirama-lb-nagar-hyderabad-npxid-r354918,₹ 93.54 L - 1.62 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1439 sq.ft.', 'area_sub_heading_two': '(133.69 sq.m.)', 'price_heading': '₹ 93.54 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1649 - 2491 sq.ft.', 'area_sub_heading_two': '(153.2 - 231.42 sq.m.)', 'price_heading': '₹ 1.07 - 1.62 Cr'}]",Towers|1|Floors|13|Units|175|Total Project Area|8.7 acres (35.21K sq.m.),SUPER HOMES CONSTRUCTIONSBuilder,"['Swimming Pool', 'Solar Lighting', 'Barbecue', 'Terrace Garden', 'Skating Rink', 'Pool Table', 'Cafeteria', 'Billiards', 'Banquet Hall']","{'LB Nagar Circle': '1.5 km', 'Metro Hub': '6.8 km', 'Kamineni Hospital': '2.3 km', 'TNR Preston Mall': '2.8 kms', 'Sagar Ring Road': '1 Km', 'LB Nagar Metro': '2 kms', 'RGIA': '25 kms'}"
ASBL Springs,https://www.99acres.com/asbl-springs-pocharam-hyderabad-npxid-r381282,₹ 66.54 - 81.11 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1210 sq.ft.', 'area_sub_heading_two': '(112.41 sq.m.)', 'price_heading': '₹ 66.54 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1475 sq.ft.', 'area_sub_heading_two': '(137.03 sq.m.)', 'price_heading': '₹ 81.11 L'}]",Towers|2|Floors|14|Units|478|Total Project Area|4.11 acres (16.63K sq.m.),ASHOKA BUILDERS INDIA PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Waiting Lounge', 'Water Softener Plant', 'Gazebo', 'Amphitheatre', 'Toddler Pool', 'Party Lawn', 'Basketball Court', 'Badminton Court']","{'Axis Bank ATM': 'Within 1.4km', 'South Indian Bank': 'Within 1.7km', 'Shri Vidyaniketan School': 'Within 1.8km', 'Uppal Metro Station': '20 min', 'Outer ring road': '5 min', 'Warangal Highway': '10 min', 'Rockwoods Intl School': 'Within 3.2km', 'Cure Hospital': 'Within 3.3km', 'Anurag University': 'Within 4.2km', 'Vajraj Hospital': 'Within 4.3km', 'Ghatkesar': 'Within 5.2km', 'Shreenidhi University': 'Within 6.2km', 'CS Mall': 'Within 10.5km', 'Charlapalli': 'Within 11.7km', 'Infosys SEZ': '3.7 km'}"
Silpas Kalpavriksha,https://www.99acres.com/silpas-kalpavriksha-bahadurpally-hyderabad-npxid-r380922,₹ 38.53 - 63.08 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '741 - 1152 sq.ft.', 'area_sub_heading_two': '(68.84 - 107.02 sq.m.)', 'price_heading': '₹ 38.53 - 59.9 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1098 - 1213 sq.ft.', 'area_sub_heading_two': '(102.01 - 112.69 sq.m.)', 'price_heading': '₹ 57.1 - 63.08 L'}]",Towers|10|Floors|8|Units|1408|Total Project Area|20.07 acres (81.22K sq.m.)|Open Area|64 %,Shanta Sriram Constructions Pvt. Ltd.Builder,"['Milk Booth', 'Natural Pond', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Medical Centre', 'Reflexology Park', 'Conference room', 'Solar Lighting']","{'Malla Reddy Hospital': '1.7 Km', 'Iris Florets World School': '2.1 Km', 'Malla Reddy University': '3.2 Km', 'Gundla Pochampally': '5.4 Km', 'CMR Family Mall': '7.4 Km', 'Minerva Grand - Kompally': '9.9 Km', 'Space4u': '10.9 Km', 'Rajiv Gandhi International Airport': '43.9 Km'}"
Green Space Marvel,https://www.99acres.com/green-space-marvel-manikonda-hyderabad-npxid-r422092,₹ 1.42 - 4.04 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1890 - 2695 sq.ft.', 'area_sub_heading_two': '(175.59 - 250.37 sq.m.)', 'price_heading': '₹ 1.42 - 2.02 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '3780 - 5390 sq.ft.', 'area_sub_heading_two': '(351.17 - 500.75 sq.m.)', 'price_heading': '₹ 2.83 - 4.04 Cr'}]",Towers|2|Floors|44|Units|804|Total Project Area|4.44 acres (17.97K sq.m.),Greenspace Housing And Engineers PvtltdBuilder,"['Swimming Pool', 'Business Lounge', 'Flower Garden', 'Changing Area', 'Pergola', 'Squash Court', 'Shopping Centre', 'Cricket Pitch', 'Sun Deck']","{'Pavithra International School': '1.0 Kms', 'Avasa Hospital': '1.9 Kms', 'Rajiv Gandhi International Airport': '29.3 Kms', 'Borabanda': '14.0 Kms', 'Inorbit Mall': '9.0 Kms', 'Jubilee Hills Check Post': '9.5 Kms', 'ITC Kohenur': '8.1 Kms', 'Kapil Kavuri Hub': '6.0 Kms', 'Flipside Adventure Park': '7.1 Kms', 'Gachibowli Stadium': '9.5 Kms', 'Emaar MGF Boulder Hills': '10.0 Kms', 'NH 1': '6.6 Kms', 'Hitech City': '8.1Km', 'CBIT Engineering College': '6.9Km'}"
Srias Tiara,https://www.99acres.com/srias-tiara-bachupally-hyderabad-npxid-r407305,₹ 74.18 L - 1.2 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1290 - 1295 sq.ft.', 'area_sub_heading_two': '(119.84 - 120.31 sq.m.)', 'price_heading': '₹ 74.18 - 75.76 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1670 - 2035 sq.ft.', 'area_sub_heading_two': '(155.15 - 189.06 sq.m.)', 'price_heading': '₹ 96.03 L - 1.2 Cr'}]",Towers|4|Floors|18|Units|1300|Total Project Area|9.59 acres (38.81K sq.m.),Srias Life Spaces LLPBuilder,"['Football', 'Lounge', 'Flower Garden', 'Reflexology Park', 'Visitors Parking', 'Skating Rink', 'Theatre', 'Cricket Pitch', 'Multipurpose Court']","{'Reliance Mall': '1.7 Km', 'Rising star high school': '2.9 Km', 'Health Care Hospital': '5.3 Km', 'Nehru Outer Ring Road': '7 Km', 'Mahindra University': '7.3 Km', 'Tech Mahindra Bird Park': '7.4 Km', 'apple tree inn': '8.6 Km', 'Miyapur Metro': '9.4 Km', 'PJR Stadium': '15.5 Km', 'Secunderabad Junction': '22.3 Km', 'Jalavihar Water Park': '24.4 Km', 'Rajiv Gandhi International Airport': '46.9 Km'}"
Vertex Viraat,https://www.99acres.com/vertex-viraat-miyapur-hyderabad-npxid-r376373,₹ 97.14 L - 1.47 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1340 sq.ft.', 'area_sub_heading_two': '(124.49 sq.m.)', 'price_heading': '₹ 97.14 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1550 - 2030 sq.ft.', 'area_sub_heading_two': '(144.0 - 188.59 sq.m.)', 'price_heading': '₹ 1.12 - 1.47 Cr'}]",Towers|6|Floors|30|Units|1428|Total Project Area|8.7 acres (35.21K sq.m.),Vertex Homes Pvt LtdBuilder,"['Swimming Pool', 'Lounge', 'Business Lounge', 'Conference room', 'Salon', 'Aerobics Centre', 'Spa', 'Creche/Day care', 'Squash Court']","{'Mumbai Highway': '600 Mtr', 'Sriven Mall': '900 Mtr', 'Kleos International School': '1.7 Km', 'Miyapur Metro Station': '1.8 Km', 'Pranaam Hospitals': '2.7 Km', 'Hafizpet Railway Station': '2.8 Km', 'Collection O Vennela Residency': '2.9 Km', 'JNT University': '5.2 Km', 'Silver Oak Kala Jyothi Golf Course': '8.2 Km', 'Ascendas IT Park': '10.1 Km', 'Gachibowli Stadium': '11.3 Km', 'Begumpet Airport': '16.3 Km'}"
P Chenna Ramulus Mahaan,https://www.99acres.com/p-chenna-ramulus-mahaan-shad-nagar-hyderabad-npxid-r405389,₹ 42 - 52.4 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1050 - 1075 sq.ft.', 'area_sub_heading_two': '(97.55 - 99.87 sq.m.)', 'price_heading': '₹ 42 - 43 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1310 sq.ft.', 'area_sub_heading_two': '(121.7 sq.m.)', 'price_heading': '₹ 52.4 L'}]",Towers|2|Floors|5|Units|180|Total Project Area|1.85 acres (7.49K sq.m.),SPJV Mahalaxmi infra private limitedBuilder,"['Natural Pond', 'Swimming Pool', 'Flower Garden', 'Solar Lighting', 'Pergola', 'Power Back up Lift', 'Community Hall', 'Vastu Compliant', 'Indoor Games']","{'Shadnagar Roads': '1.2 Km', 'Shadnagar Railway Station': '2.2 km', 'Delhi World School': '2.5 Km', 'Brilliant Grammer School': '1.9 km', 'Symbiosis International University': '12 km', 'SVP Degree College': '0.6 Km', 'Vijaya Diagnostic Centre': '2 km', 'Apollo Diagnostic Centre': '2 km', 'ABV Hospital': '0.3 Km', 'Rajiv Gandhi Intl. Airport': '35 Km', 'Ushodaya Supermarket': '2.3 Km'}"
Avantikas Arudra,https://www.99acres.com/avantikas-arudra-bandlaguda-jagir-hyderabad-npxid-r421610,₹ 73.66 - 89.61 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1270 sq.ft.', 'area_sub_heading_two': '(117.99 sq.m.)', 'price_heading': '₹ 73.66 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1545 sq.ft.', 'area_sub_heading_two': '(143.54 sq.m.)', 'price_heading': '₹ 89.61 L'}]",Towers|1|Floors|5|Units|20|Total Project Area|0.22 acres (890.31K sq.m.),Avantika DevelopersBuilder,"['Vastu Compliant', 'CCTV Camera Security', '24x7 Security', '24/7 Power Backup', '24/7 Water Supply', 'InterCom']","{'Crayons Hospital': '650m', ""Rau's High School"": '1.5 Km', 'KL University': '6.9 Km', 'Budvel station': '8.4 Km', 'Rajiv Gandhi International Airport': '18.6 Km', 'Tamra Mall': '2 Km', 'Nh-163': '1.2 Km', 'Hyderabad Golf Club': '9.1 Km', 'Vyasnagar Bustop': '6.9 Km', 'TSPA circle': '3.3 Km', 'Mehdipatnam': '8.3 Km', 'Mrugavani National Park': '7.6 Km', 'Nalanda park': '6.4 Km', 'Sreenidhi International school': '8.3 Km', 'Butterfly Hospitals': '9.8 Km'}"
Reliance Sunshine,https://www.99acres.com/reliance-sunshine-isnapur-hyderabad-npxid-r374282,₹ 38.99 - 39.62 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '925 - 940 sq.ft.', 'area_sub_heading_two': '(85.94 - 87.33 sq.m.)', 'price_heading': '₹ 38.99 - 39.62 L'}]",Towers|5|Floors|5|Units|340|Total Project Area|3.3 acres (13.35K sq.m.),Reliance BuildersBuilder,"['Salon', 'RO System', 'Grocery Shop', 'Multipurpose Hall', 'Indoor Games', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Rain Water Harvesting', '24/7 Power Backup']","{'Patancheru Exit No -3': '3 Km', 'Outer Ring Road': '3 Km', 'Triveni Talent School': '5.1 km', 'Bharathi Vidyalaya': '2.3 km', 'SM Hospital': '2.5 Km', 'VMR Fashion Mall': '2.5 km', 'Manjeera College': '7.2 km', 'GITAM University': '6.7 km', 'Lingampalli': '16.1 km'}"
Pacifica Hillcrest,https://www.99acres.com/pacifica-hillcrest-gachibowli-hyderabad-npxid-r125499,₹ 99 L - 2.08 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '787 - 940 sq.ft.', 'area_sub_heading_two': '(73.11 - 87.33 sq.m.)', 'price_heading': '₹ 99 L - 1.18 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1199 - 1452 sq.ft.', 'area_sub_heading_two': '(111.39 - 134.9 sq.m.)', 'price_heading': '₹ 1.47 - 1.78 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1670 - 1699 sq.ft.', 'area_sub_heading_two': '(155.15 - 157.84 sq.m.)', 'price_heading': '₹ 1.64 - 2.08 Cr'}]",Towers|10|Floors|22|Units|2528|Total Project Area|12.25 acres (49.57K sq.m.),Pacifica CompaniesBuilder,"['Library', 'Cricket Pitch', 'Multipurpose Court', 'Amphitheatre', 'Sewage Treatment Plant', 'Jogging Track', '24/7 Power Backup', 'Gymnasium', 'Landscape Garden']","{'Sheraton Hyderabad Hotel': '2.9 Km', 'Nehru Outer Ring Road': '4 Km', 'Oakridge International School': '5.2 Km', 'Himagiri Hospitals': '6.7 Km', 'Gachibowli Stadium': '7.5 Km', 'Ocean Park': '8.4 Km', 'Raidurg Metro Station': '8.5 Km', 'University of Hyderabad': '9 Km', 'Dallas IT park': '9.1 Km', 'Inorbit Mall Cyberabad': '9.6 Km', 'Hyderabad Golf Club': '12.3 Km', 'Telapur Railway Station': '13.9 Km', 'Rajiv Gandhi International Airport': '30.6 Km'}"
Gokul Bhuvanam,https://www.99acres.com/gokul-bhuvanam-nizampet-hyderabad-npxid-r367161,₹ 99.28 L - 1.64 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1360 - 1435 sq.ft.', 'area_sub_heading_two': '(126.35 - 133.32 sq.m.)', 'price_heading': '₹ 99.28 L - 1.05 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1365 - 2240 sq.ft.', 'area_sub_heading_two': '(126.81 - 208.1 sq.m.)', 'price_heading': '₹ 1 - 1.64 Cr'}]",Floors|15|Units|514|Total Project Area|3.75 acres (15.18K sq.m.),Gokul ConstructionsBuilder,"['Swimming Pool', 'Visitors Parking', 'Pergola', 'Piped Gas', 'Skating Rink', 'Gazebo', 'Wi-Fi Connectivity', 'Billiards', 'Cricket Pitch']","{'Mumbai Highway': '2 Km', 'JNTU College Metro Station': '2.6 Km', 'SLG Hospitals': '3.2 Km', 'Sriven Mall': '5.1 Km', 'Kennedy High The Global School': '5.3 Km', 'Chandanagar': '8.6 Km', 'Dallas IT park': '11.2 Km', 'Trident Hotel Hyderabad': '12.2 Km', 'University of Hyderabad': '13.7 Km', 'Gachibowli Stadium': '14.8 Km', 'Rajiv Gandhi International Airport': '42.8 Km'}"
Suchirindia The Tales of Greek,https://www.99acres.com/suchirindia-the-tales-of-greek-shamshabad-hyderabad-npxid-r378617,₹ 46.4 - 54.81 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '800 - 945 sq.ft.', 'area_sub_heading_two': '(74.32 - 87.79 sq.m.)', 'price_heading': '₹ 46.4 - 54.81 L'}]",Towers|1|Floors|10|Units|329|Total Project Area|3.3 acres (13.35K sq.m.),Suchirindia Infratech Private LimitedDealer,"['Clinic', 'Swimming Pool', 'Business Lounge', 'Medical Centre', 'Changing Area', 'Salon', 'Restaurant', 'Spa', 'Creche/Day care']","{'National Highway 44': '500 Mtr', 'Umdanagar Railway Station': '3.8 Km', 'ORR Emergency Trauma Center': '5.4 Km', 'Escape Water Park': '7.3 Km', 'Delhi Public School - Aerocity': '8.5 Km', 'Professor Jayashankar Agri. University': '7.2 Km', 'Rajiv Gandhi International Airport': '11.6 Km', 'Mantra Mall': '11.8 Km', 'Novotel Hyderabad Airport': '13.3 Km', 'Humming Bird Cricket Stadium': '14.7 Km', 'GMR Business Park': '11.2 Km'}"
Surabhis Signature Villas,https://www.99acres.com/surabhis-signature-villas-tellapur-hyderabad-npxid-r384074,₹ 2.35 - 3.9 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '2101 - 2538 sq.ft.', 'area_sub_heading_two': '(195.19 - 235.79 sq.m.)', 'price_heading': '₹ 2.35 - 2.84 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '2261 - 3483 sq.ft.', 'area_sub_heading_two': '(210.05 - 323.58 sq.m.)', 'price_heading': '₹ 2.53 - 3.9 Cr'}]",Floors|2|Units|49|Total Project Area|3 acres (12.14K sq.m.),SURABHI ESTATES PVT LTDBuilder,"['Swimming Pool', 'RO System', 'Multipurpose Hall', 'Indoor Games', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Club House', 'Gymnasium', '24/7 Water Supply']","{'Blue Blocks': '0.5 km away', 'Muppas Indraprastha': '0.1Km away', 'Tellapur Techno City': '2 km away', 'University Of Hyderabad': '4 km away', 'Citizens Speciality Hospital': '4.4 km away', 'WIPRO Gopanapally': '5 km away', 'Indian School of Business': '8 km away', 'MIicrosoft': '8 km away', 'The Gaudium': '9 km away', 'Amazon': '9.2 km away', 'Birla Open Minds School': '2.5 km away', 'Manthan International School': '4 km away', 'Hitech City': '16 km away', 'Outer Ring Road': '1.5 Km away', 'Airport': '36 km away'}"
EIPL The Tamarind,https://www.99acres.com/eipl-the-tamarind-manikonda-hyderabad-npxid-r415009,₹ 1.12 - 1.66 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1620 - 2410 sq.ft.', 'area_sub_heading_two': '(150.5 - 223.9 sq.m.)', 'price_heading': '₹ 1.12 - 1.66 Cr'}]",Towers|3|Floors|14|Units|359|Total Project Area|3.5 acres (14.16K sq.m.),EIPL CONSTRUCTIONSBuilder,"['Swimming Pool', 'Aerobics Centre', 'Cafeteria', 'Billiards', 'Banquet Hall', 'Cricket Pitch', 'Toddler Pool', 'Party Lawn', 'Table Tennis']","{'PRISM International School': '900m', 'Continental Hospitals': '7.8km', 'Inorbit Mall Cyberabad': '9km', 'Lingampally Railway Station': '15.2km', 'Raidurg Metro Station': '7.9km', 'Sarvatra Indoor Sports Stadium': '6.3km', 'Ocean Park': '9.7km', 'University of Hyderabad': '11.4km', 'Nehru Outer Ring Rd': '7.3km', 'ITC Kohenur': '8.1km', 'Begumpet Airport': '16km', 'Hyderabad Golf Club': '4.2km', 'Silver Cloud Complex': '5.7km'}"
